assessment_score_fact_id,student_dim_id,course_dim_id,section_dim_id,teacher_dim_id,assignment_dim_id,school_year,school_year_offset,sis_user_id,course_id,section_id,teacher_id,assignment_label,sequence_index,assessment_window,expected_transition_type,actual_transition_type,generation_mode,population_status,score,present_student_score,potential_score,posterior_readiness_after,growth_delta,latent_transition_type,latent_readiness_before,latent_readiness_after,latent_transition_delta,is_populated,is_present,is_nonparticipation_zero
3445,410,9,174,34,13,2031-2032,6,SYN-SIS-000410,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,92.57,92.57,91.34,91.3321,2.69,summer_atrophy,92.341,91.3413,-0.9997,true,true,false
3446,410,9,174,34,14,2031-2032,6,SYN-SIS-000410,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,92.78,92.78,91.65,91.7885,0.21,school_year_growth,91.3413,91.648,0.3067,true,true,false
3447,411,5,163,34,13,2031-2032,6,SYN-SIS-000411,MATH-AP-PRECALC,Y06-SEC-013,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,70.99,70.99,71.83,69.6381,6.06,summer_atrophy,72.1246,71.8291,-0.2955,true,true,false
3448,411,5,163,34,14,2031-2032,6,SYN-SIS-000411,MATH-AP-PRECALC,Y06-SEC-013,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,79.85,79.85,78.13,77.9569,8.86,school_year_growth,71.8291,78.1256,6.2965,true,true,false
3449,412,8,172,35,13,2031-2032,6,SYN-SIS-000412,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,49.96,49.96,47.59,50.1985,-1.73,summer_atrophy,50.4793,47.585,-2.8943,true,true,false
3450,412,8,172,35,14,2031-2032,6,SYN-SIS-000412,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,55.19,55.19,50.3,54.5595,5.23,school_year_growth,47.585,50.299,2.714,true,true,false
3451,413,7,171,35,13,2031-2032,6,SYN-SIS-000413,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,54.68,54.68,60.27,55.4291,-5.84,summer_atrophy,61.2507,60.265,-0.9857,true,true,false
3452,413,7,171,35,14,2031-2032,6,SYN-SIS-000413,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,55.31,55.31,62.38,55.3508,0.63,school_year_growth,60.265,62.3834,2.1184,true,true,false
3453,414,6,167,33,13,2031-2032,6,SYN-SIS-000414,MATH-PRECALC,Y06-SEC-017,TCH-003,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,39.98,39.98,38.02,40.4342,-3.66,summer_atrophy,39.3655,38.0192,-1.3463,true,true,false
3454,414,6,167,33,14,2031-2032,6,SYN-SIS-000414,MATH-PRECALC,Y06-SEC-017,TCH-003,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,43.78,43.78,37.86,43.4925,3.8,school_year_growth,38.0192,37.8598,-0.1594,true,true,false
3455,415,7,169,35,13,2031-2032,6,SYN-SIS-000415,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,39.99,39.99,41.42,40.261,2.05,summer_atrophy,45.9749,41.4226,-4.5523,true,true,false
3456,415,7,169,35,14,2031-2032,6,SYN-SIS-000415,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 14,14,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,41.4226,48.1277,6.7051,true,false,true
3457,416,8,173,35,13,2031-2032,6,SYN-SIS-000416,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,summer_atrophy,43.806,42.7992,-1.0068,true,false,true
3458,416,8,173,35,14,2031-2032,6,SYN-SIS-000416,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,53.12,53.12,49.56,51.8299,10.19,school_year_growth,42.7992,49.5578,6.7586,true,true,false
3459,417,7,171,35,13,2031-2032,6,SYN-SIS-000417,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,62.74,62.74,63.15,62.5651,-0.91,summer_atrophy,63.9964,63.1519,-0.8445,true,true,false
3460,417,7,171,35,14,2031-2032,6,SYN-SIS-000417,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,66.74,66.74,65.24,65.9484,4.0,school_year_growth,63.1519,65.2447,2.0928,true,true,false
3461,418,7,169,35,13,2031-2032,6,SYN-SIS-000418,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,68.18,68.18,66.68,67.8716,-0.74,summer_atrophy,66.6847,66.6847,0.0,true,true,false
3462,418,7,169,35,14,2031-2032,6,SYN-SIS-000418,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,64.74,64.74,66.19,64.9586,-3.44,school_year_growth,66.6847,66.194,-0.4907,true,true,false
3463,419,7,168,35,13,2031-2032,6,SYN-SIS-000419,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,56.67,56.67,55.83,56.0884,3.19,summer_atrophy,56.698,55.8259,-0.8721,true,true,false
3464,419,7,168,35,14,2031-2032,6,SYN-SIS-000419,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,61.64,61.64,56.54,60.7855,4.97,school_year_growth,55.8259,56.5447,0.7188,true,true,false
3465,420,7,171,35,13,2031-2032,6,SYN-SIS-000420,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,49.14,49.14,46.02,48.819,3.7,summer_atrophy,47.0563,46.0216,-1.0347,true,true,false
3466,420,7,171,35,14,2031-2032,6,SYN-SIS-000420,MATH-AP-CALC-AB,Y06-SEC-021,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,51.69,51.69,48.5,51.4206,2.55,school_year_growth,46.0216,48.4956,2.474,true,true,false
3467,421,7,168,35,13,2031-2032,6,SYN-SIS-000421,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,summer_atrophy,51.4451,49.7881,-1.657,true,false,true
3468,421,7,168,35,14,2031-2032,6,SYN-SIS-000421,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,54.3,54.3,51.89,53.531,5.7,school_year_growth,49.7881,51.893,2.1049,true,true,false
3469,422,8,173,35,13,2031-2032,6,SYN-SIS-000422,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,81.53,81.53,76.14,80.1583,4.48,summer_atrophy,78.1079,76.1404,-1.9675,true,true,false
3470,422,8,173,35,14,2031-2032,6,SYN-SIS-000422,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,75.06,75.06,76.01,75.2978,-6.47,school_year_growth,76.1404,76.0075,-0.1329,true,true,false
3471,423,8,173,35,13,2031-2032,6,SYN-SIS-000423,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,89.72,89.72,88.08,88.9157,-1.48,summer_atrophy,90.5061,88.0761,-2.43,true,true,false
3472,423,8,173,35,14,2031-2032,6,SYN-SIS-000423,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,94.01,94.01,93.78,92.4623,4.29,school_year_growth,88.0761,93.7784,5.7023,true,true,false
3473,424,8,172,35,13,2031-2032,6,SYN-SIS-000424,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,79.26,79.26,78.81,78.2165,2.55,summer_atrophy,79.3051,78.8093,-0.4958,true,true,false
3474,424,8,172,35,14,2031-2032,6,SYN-SIS-000424,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,78.73,78.73,74.97,78.1422,-0.53,school_year_growth,78.8093,74.9736,-3.8357,true,true,false
3475,425,8,172,35,13,2031-2032,6,SYN-SIS-000425,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,48.74,48.74,47.26,48.4071,3.92,summer_atrophy,48.3932,47.2589,-1.1343,true,true,false
3476,425,8,172,35,14,2031-2032,6,SYN-SIS-000425,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,55.9,55.9,56.89,54.923,7.16,school_year_growth,47.2589,56.8916,9.6327,true,true,false
3477,426,6,166,34,13,2031-2032,6,SYN-SIS-000426,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,34.63,34.63,30.72,34.7211,2.81,summer_atrophy,35.1149,30.7209,-4.394,true,true,false
3478,426,6,166,34,14,2031-2032,6,SYN-SIS-000426,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.35,35.35,35.56,35.617,0.72,school_year_growth,30.7209,35.5585,4.8376,true,true,false
3479,427,5,161,34,13,2031-2032,6,SYN-SIS-000427,MATH-AP-PRECALC,Y06-SEC-011,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,77.03,77.03,80.01,76.3373,0.56,summer_atrophy,80.0083,80.0083,0.0,true,true,false
3480,427,5,161,34,14,2031-2032,6,SYN-SIS-000427,MATH-AP-PRECALC,Y06-SEC-011,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,79.12,79.12,81.58,78.2238,2.09,school_year_growth,80.0083,81.5824,1.5741,true,true,false
3481,428,6,164,33,13,2031-2032,6,SYN-SIS-000428,MATH-PRECALC,Y06-SEC-014,TCH-003,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,50.66,50.66,53.97,51.4909,-6.54,summer_atrophy,57.8829,53.9747,-3.9082,true,true,false
3482,428,6,164,33,14,2031-2032,6,SYN-SIS-000428,MATH-PRECALC,Y06-SEC-014,TCH-003,Assignment 14,14,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,53.9747,54.7708,0.7961,true,false,true
3483,429,7,169,35,13,2031-2032,6,SYN-SIS-000429,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,28.72,28.72,28.11,29.6952,-3.31,summer_atrophy,31.1362,28.1145,-3.0217,true,true,false
3484,429,7,169,35,14,2031-2032,6,SYN-SIS-000429,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,35.25,35.25,34.62,35.0093,6.53,school_year_growth,28.1145,34.6171,6.5026,true,true,false
3485,430,7,168,35,13,2031-2032,6,SYN-SIS-000430,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,74.05,74.05,75.5,73.7018,-1.04,summer_atrophy,77.1401,75.4975,-1.6426,true,true,false
3486,430,7,168,35,14,2031-2032,6,SYN-SIS-000430,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,78.98,78.98,81.76,77.7579,4.93,school_year_growth,75.4975,81.7648,6.2673,true,true,false
3487,431,9,174,34,13,2031-2032,6,SYN-SIS-000431,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,52.94,52.94,51.63,53.14,-1.63,summer_atrophy,53.5637,51.6323,-1.9314,true,true,false
3488,431,9,174,34,14,2031-2032,6,SYN-SIS-000431,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,49.55,49.55,53.81,50.2292,-3.39,school_year_growth,51.6323,53.8135,2.1812,true,true,false
3489,432,6,166,34,13,2031-2032,6,SYN-SIS-000432,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,summer_atrophy,55.6369,51.9238,-3.7131,true,false,true
3490,432,6,166,34,14,2031-2032,6,SYN-SIS-000432,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,50.76,50.76,53.52,51.2875,-4.42,school_year_growth,51.9238,53.5173,1.5935,true,true,false
3491,433,7,170,35,13,2031-2032,6,SYN-SIS-000433,MATH-AP-CALC-AB,Y06-SEC-020,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,74.5,74.5,73.51,73.5897,2.54,summer_atrophy,73.8106,73.5126,-0.298,true,true,false
3492,433,7,170,35,14,2031-2032,6,SYN-SIS-000433,MATH-AP-CALC-AB,Y06-SEC-020,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,76.65,76.65,78.08,75.7747,2.15,school_year_growth,73.5126,78.0779,4.5653,true,true,false
3493,434,6,166,34,13,2031-2032,6,SYN-SIS-000434,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,33.25,33.25,35.71,34.3275,-4.51,summer_atrophy,38.0966,35.7052,-2.3914,true,true,false
3494,434,6,166,34,14,2031-2032,6,SYN-SIS-000434,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,34.52,34.52,39.83,34.8639,1.27,school_year_growth,35.7052,39.8287,4.1235,true,true,false
3495,435,9,174,34,13,2031-2032,6,SYN-SIS-000435,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,summer_atrophy,61.0516,61.0516,0.0,true,false,true
3496,435,9,174,34,14,2031-2032,6,SYN-SIS-000435,MATH-BEYOND-CORE,Y06-SEC-024,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,66.66,66.66,65.68,65.8126,3.8,school_year_growth,61.0516,65.6839,4.6323,true,true,false
3497,436,6,164,33,13,2031-2032,6,SYN-SIS-000436,MATH-PRECALC,Y06-SEC-014,TCH-003,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,30.13,30.13,34.22,31.5344,-8.9,summer_atrophy,35.9536,34.2175,-1.7361,true,true,false
3498,436,6,164,33,14,2031-2032,6,SYN-SIS-000436,MATH-PRECALC,Y06-SEC-014,TCH-003,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,40.65,40.65,43.36,39.6743,10.52,school_year_growth,34.2175,43.3579,9.1404,true,true,false
3499,437,6,166,34,13,2031-2032,6,SYN-SIS-000437,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,41.71,41.71,42.18,42.6823,-7.07,summer_atrophy,45.7626,42.183,-3.5796,true,true,false
3500,437,6,166,34,14,2031-2032,6,SYN-SIS-000437,MATH-PRECALC,Y06-SEC-016,TCH-004,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,51.88,51.88,50.63,50.6321,10.17,school_year_growth,42.183,50.6262,8.4432,true,true,false
3501,438,8,173,35,13,2031-2032,6,SYN-SIS-000438,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,absent_no_update,absent_no_update,populated,0.0,,,,,summer_atrophy,50.8612,48.7054,-2.1558,true,false,true
3502,438,8,173,35,14,2031-2032,6,SYN-SIS-000438,MATH-AP-CALC-BC,Y06-SEC-023,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,57.15,57.15,55.75,56.5269,4.02,school_year_growth,48.7054,55.749,7.0436,true,true,false
3503,439,8,172,35,13,2031-2032,6,SYN-SIS-000439,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,45.62,45.62,43.67,45.4521,3.85,summer_atrophy,46.4453,43.6726,-2.7727,true,true,false
3504,439,8,172,35,14,2031-2032,6,SYN-SIS-000439,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,43.61,43.61,47.13,44.1503,-2.01,school_year_growth,43.6726,47.1323,3.4597,true,true,false
3505,440,8,172,35,13,2031-2032,6,SYN-SIS-000440,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,86.3,86.3,85.95,85.7522,-3.04,summer_atrophy,87.914,85.9523,-1.9617,true,true,false
3506,440,8,172,35,14,2031-2032,6,SYN-SIS-000440,MATH-AP-CALC-BC,Y06-SEC-022,TCH-005,Assignment 14,14,end_of_year,school_year_growth,absent_no_update,absent_no_update,populated,0.0,,,,,school_year_growth,85.9523,86.2575,0.3052,true,false,true
3507,441,7,168,35,13,2031-2032,6,SYN-SIS-000441,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,30.26,30.26,35.51,31.826,-7.74,summer_atrophy,38.1865,35.5088,-2.6777,true,true,false
3508,441,7,168,35,14,2031-2032,6,SYN-SIS-000441,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,45.76,45.76,42.79,44.1695,15.5,school_year_growth,35.5088,42.7916,7.2828,true,true,false
3509,442,7,168,35,13,2031-2032,6,SYN-SIS-000442,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,24.76,24.76,22.3,25.1311,2.07,summer_atrophy,26.4241,22.2968,-4.1273,true,true,false
3510,442,7,168,35,14,2031-2032,6,SYN-SIS-000442,MATH-AP-CALC-AB,Y06-SEC-018,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,33.17,33.17,28.16,32.6501,8.41,school_year_growth,22.2968,28.1556,5.8588,true,true,false
3511,443,7,169,35,13,2031-2032,6,SYN-SIS-000443,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,64.32,64.32,57.39,62.9203,8.62,summer_atrophy,60.2959,57.3942,-2.9017,true,true,false
3512,443,7,169,35,14,2031-2032,6,SYN-SIS-000443,MATH-AP-CALC-AB,Y06-SEC-019,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,61.5,61.5,63.38,61.5683,-2.82,school_year_growth,57.3942,63.38,5.9858,true,true,false
3513,444,7,170,35,13,2031-2032,6,SYN-SIS-000444,MATH-AP-CALC-AB,Y06-SEC-020,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,71.72,71.72,74.01,71.2094,1.19,summer_atrophy,75.8256,74.0134,-1.8122,true,true,false
3514,444,7,170,35,14,2031-2032,6,SYN-SIS-000444,MATH-AP-CALC-AB,Y06-SEC-020,TCH-005,Assignment 14,14,end_of_year,school_year_growth,school_year_growth,school_year_growth_from_latent_readiness,populated,79.36,79.36,76.75,77.7502,7.64,school_year_growth,74.0134,76.7486,2.7352,true,true,false
3515,445,7,170,35,13,2031-2032,6,SYN-SIS-000445,MATH-AP-CALC-AB,Y06-SEC-020,TCH-005,Assignment 13,13,beginning_of_year,summer_atrophy,summer_atrophy,summer_atrophy_from_latent_readiness,populated,50.79,50.79,49.2,51.4651,-5.91,summer_atrophy,50.7248,49.1955,-1.5293,true,true,false
